title,title_english,type,source,episodes,status
Shin Kyouhaku 2 The Animation: Kizu ni Saku Hana Senketsu no Kurenai,,OVA,Visual novel,2,Finished Airing
CCW: Crazy Clay Wrestling,,ONA,Unknown,1,Finished Airing
Discode: Ijou Seiai,Discode,OVA,Visual novel,3,Finished Airing
Aneki... My Sweet Elder Sister The Animation,Aneki... My Sweet Elder Sister: The Animation,OVA,Manga,4,Finished Airing
Kuruneko (ONA),,ONA,Web manga,10,Finished Airing
Jin-Rou,Jin-Roh: The Wolf Brigade,Movie,Manga,1,Finished Airing
Halved,Halved feat Chip King(The Body),Music,Music,1,Finished Airing
Kigyou Senshi Arslan,Corporate Warrior Arslan,Special,Manga,6,Finished Airing
Fuuma no Kojirou: Seiken Sensou-hen,,OVA,Manga,6,Finished Airing
Zoku Koihime,,OVA,Visual novel,2,Finished Airing
Futari wa Precure: Max Heart,Pretty Cure Max Heart,TV,Original,47,Finished Airing
Hatsukoi Monster,First Love Monster,TV,Manga,12,Finished Airing
Jii Tousaku,,OVA,Unknown,2,Finished Airing
Mirai no Watashi,,ONA,Original,0,Currently Airing
Play Jazz,,Movie,Unknown,1,Finished Airing
Hello Kitty: Ringo no Mori no Fantasy,,TV,Unknown,13,Finished Airing
Precure kara Minna e no Ouen Movie,,ONA,Original,1,Finished Airing
Persona 4 the Golden Animation,Persona 4 the Golden ANIMATION,TV,Game,12,Finished Airing
Elfen Lied,Elfen Lied,TV,Manga,13,Finished Airing
Tomodachi 8-nin,,TV,Original,0,Currently Airing
Papillon Rose,Papillon Rose,TV,Unknown,6,Finished Airing
Fengshen Bang,The Story of Chinese Gods,Movie,Novel,1,Finished Airing
69 Pink Riders 2,69 Pink Riders 2,OVA,Unknown,1,Finished Airing
Lupin III: Pilot Film,,Movie,Manga,1,Finished Airing
Ultra Maniac OVA,,OVA,Unknown,1,Finished Airing
Youtai Nuhai Zai Shanghai 2: Xianglian Mima,A Jewish Girl in Shanghai Part 2: The Mystery of the Necklace,Movie,Manga,1,Finished Airing
Usatalk,Usatalk,ONA,Original,1,Finished Airing
Omoi Au Christmas 2011,,Special,Original,3,Finished Airing
Poppoya-san: Nonki Kikanshi,,Movie,Original,1,Finished Airing
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,Is It Wrong to Try to Pick Up Girls in a Dungeon? OVA,OVA,Light novel,1,Finished Airing
Rape! Rape! Rape!,,OVA,Visual novel,3,Finished Airing
Onaka no Ookina Ouji-sama,,Music,Music,1,Finished Airing
Gakken no Zunou Kaihatsu Video,,OVA,Original,17,Finished Airing
Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!,,Movie,Unknown,1,Finished Airing
Kangaroo no Tanjoubi,Baby Kangaroo&#039;s Birthday Surprise,Movie,Original,1,Finished Airing
Arata naru Sekai: World&#039;s/Start/Load/End,World&#039;s End,OVA,Unknown,1,Finished Airing
Chikasugi Idol Akae-chan,,TV,Unknown,12,Finished Airing
Thermae Romae x Yoyogi Animation Gakuin Collaboration,,Special,Unknown,1,Finished Airing
Weaving,Weaving,ONA,Original,1,Finished Airing
Memories: Younenki no Joukei,Scenes of My Childhood,Movie,Original,1,Finished Airing
Genji Monogatari Sennenki,Millennium Old Journal: Tale of Genji,TV,Novel,11,Finished Airing
Shin Onimusha: Dawn of Dreams the Story,Onimusha: Dawn of Dreams,OVA,Unknown,1,Finished Airing
Tsuiseki,Chase,Movie,Unknown,1,Finished Airing
Pico to Chico,,OVA,Original,1,Finished Airing
Tokimeki Memorial: Only Love,Tokimeki Memorial,TV,Game,25,Finished Airing
Sekirei: Hajimete no Otsukai,,Special,Manga,1,Finished Airing
Inugami-san to Nekoyama-san,Inugami-san to Nekoyama-san,TV,4-koma manga,12,Finished Airing
Hataraku Otona no Renai Jijou The Animation,,OVA,Visual novel,1,Finished Airing
Reset,,Music,Original,1,Finished Airing
Uchuu Kyoudai: Apo&#039;s Dream,Space Brothers: Apo&#039;s Dream,OVA,Unknown,1,Finished Airing
3-tsu no Kumo,Trilogy about Cloud,Movie,Original,3,Finished Airing
Servamp Specials,,Special,Manga,3,Finished Airing
Pokemon: Kesshoutou no Teiou Entei,Pokemon 3: The Movie,Movie,Game,1,Finished Airing
Kaitou Joker 2nd Season,JOKER 2nd Season,TV,Manga,13,Finished Airing
Super Teukgeup Mazinger 7,Protectors of Universe,Movie,Unknown,1,Finished Airing
Kuroko no Basket: Last Game NG-shuu,,Special,Manga,1,Finished Airing
Wonder 3 Pilot,,Special,Unknown,1,Finished Airing
X Maiden: Izakaya Tamaki,,ONA,Unknown,7,Finished Airing
Wansa-kun OVA,,OVA,Unknown,1,Finished Airing
Nyancos: Hello! Our Brilliant Future Digest,,Special,Original,1,Finished Airing
Yodaka no Hoshi (Music),,Music,Music,1,Finished Airing
Free!,Free! - Iwatobi Swim Club,TV,Original,12,Finished Airing
"Nee, ...Shiyo♥",,OVA,Manga,2,Finished Airing
Aku no Onna Kanbu,Evil Woman Executive,OVA,Visual novel,2,Finished Airing
Kasei Yakyoku,Nightsong of Splendor,OVA,Original,4,Finished Airing
Kemeko no Love,,Movie,Original,1,Finished Airing
Shounen Tokugawa Ieyasu,,TV,Unknown,20,Finished Airing
Catman Specials,,Special,Unknown,4,Finished Airing
Mahoutsukai Sally 2,,TV,Unknown,88,Finished Airing
Nerima Daikon Brothers,Nerima Daikon Brothers,TV,Unknown,12,Finished Airing
Genius Party,,Movie,Original,7,Finished Airing
Nora to Oujo to Noraneko Heart,"Nora, Princess, and Stray Cat",TV,Visual novel,11,Finished Airing
Moon Festa,,Music,Unknown,1,Finished Airing
Taisei Kensetsu: Bosporus Kaikyou Tunnel,,Special,Unknown,1,Finished Airing
Pokemon XY&Z Specials,,Special,Game,2,Finished Airing
Suntory CMs,,Special,Original,8,Finished Airing
Tonari no Kyuuketsuki-san,,Unknown,4-koma manga,0,Not yet aired
Hashire!,RUN!,ONA,Unknown,1,Finished Airing
Kumo no Ito,Spider Silk,Movie,Unknown,1,Finished Airing
Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,,Movie,Unknown,1,Finished Airing
Gamba no Bouken,Adventure of Gamba,TV,Novel,26,Finished Airing
Grandeek,,OVA,Unknown,1,Finished Airing
Sekirei: Pure Engagement Episode 0,,Special,Manga,1,Finished Airing
Bomberman B-Daman Bakugaiden Victory,,TV,Unknown,50,Finished Airing
Eyeshield 21: Maboroshi no Golden Bowl,The Illusionary Golden Bowl,Special,Manga,1,Finished Airing
Detective Conan: The Fugitive Kogorou Mouri,,ONA,Manga,1,Finished Airing
Koro Koro Kuririn no Inaka no Nezumi Tokai no Nezumi,Korokoro Kuririn in The Country Mouse and the Town Mouse,OVA,Unknown,1,Finished Airing
Dankichi-jima no Olympic Taikai,Olympic Games on Dankichi Island,Movie,Original,1,Finished Airing
Kappa no Ude,,Movie,Unknown,1,Finished Airing
Hello Kitty no Cinderella (OVA),Hello Kitty in Cinderella,OVA,Unknown,1,Finished Airing
A-Channel: +A-Channel,A-Channel: +A-Channel,Special,4-koma manga,11,Finished Airing
Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,,Movie,Unknown,1,Finished Airing
Imokawa Mukuzo: Genkanban no Maki,,Movie,Original,1,Finished Airing
Barakamon: Mijikamon,,ONA,Manga,13,Finished Airing
Chou Henshin Cosprayers,The Cosmopolitan Prayers,TV,Original,8,Finished Airing
Chicken Papa,Chicken Papa,ONA,Original,1,Finished Airing
Soukan Yuugi 2,Sexual Pursuit 2,OVA,Visual novel,2,Finished Airing
Ima demo Senchou to Yobarete iru Senchou no Yoru,,Music,Original,1,Finished Airing
Hanamonogatari,Hanamonogatari,TV,Light novel,5,Finished Airing
7-kakan.,,Music,Music,1,Finished Airing
Pokemon: Pikachu Tanken Club,Pikachu&#039;s Exploration Club,Special,Unknown,1,Finished Airing
Tsuma Tsuma,Wife with Wife,OVA,Visual novel,2,Finished Airing
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,Digimon Fusion,TV,Original,24,Finished Airing
Mamono Hunter Youko,Devil Hunter Yohko,OVA,Original,6,Finished Airing
Peeping Life: TV Asahi Josei Announcer Collab,,Special,Original,1,Finished Airing
Xue Se Cang Qiong,Bloody Code,ONA,Web manga,26,Finished Airing
Ball yo Doko e Yuku,,ONA,Unknown,1,Finished Airing
Blood+,Blood+,TV,Original,50,Finished Airing
Rinkaku,,Music,Unknown,1,Finished Airing
Pochacco no Ninjin Hata wa Oosawagi,Pochacco in The Excitement at the Carrot Patch,OVA,Unknown,1,Finished Airing
Bokusatsu Tenshi Dokuro-chan 2,Bludgeoning Angel Dokuro-chan 2,OVA,Light novel,2,Finished Airing
Heartcatch Precure!,,TV,Original,49,Finished Airing
Okane ga Nai,No Money,OVA,Manga,4,Finished Airing
Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,,Movie,Picture book,1,Finished Airing
Love Live! The School Idol Movie: Gekijou Manner CM,,Movie,Original,4,Finished Airing
Hataraki Man,,TV,Manga,11,Finished Airing
Himitsu no Akko-chan,Secrets of Akko-chan,TV,Unknown,94,Finished Airing
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,,TV,Light novel,0,Not yet aired
Baku Tech! Bakugan,,TV,Unknown,51,Finished Airing
Dragon Ball Movie 2: Majinjou no Nemuri Hime,Dragon Ball Movie 2: Sleeping Princess in Devil&#039;s Castle,Movie,Manga,1,Finished Airing
Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,,OVA,Manga,1,Finished Airing
Torajima no Miime,,Special,Unknown,2,Finished Airing
Beelzebub Specials,,Special,Original,16,Finished Airing
Gregory Horror Show: The Last Train,,TV,Original,26,Finished Airing
Atashin&#039;chi Movie,,Movie,Unknown,1,Finished Airing
009 Re:Cyborg x Zip,,ONA,Manga,10,Finished Airing
Betsu ni Anta no Tame ni Ookiku Natta n ja Nai n Dakara ne!!,,OVA,Original,1,Finished Airing
Time Slip Ichimannen: Prime Rose,Prime Rose,Special,Unknown,1,Finished Airing
Channel 5.5 4th Season Prologue,,ONA,Unknown,1,Finished Airing
Taiman Blues: Ladies-hen - Mayumi,,OVA,Unknown,2,Finished Airing
Nexus,,Music,Unknown,1,Finished Airing
Utopia,,Music,Original,1,Finished Airing
Future Card Buddyfight Hundred,Future Card Buddyfight Hundred,TV,Card game,50,Finished Airing
Fireball Special,,Special,Unknown,1,Finished Airing
Asa da yo! Kaishain,,TV,Original,0,Currently Airing
Winter Garden,Di Gi Charat: Winter Garden,Special,Unknown,2,Finished Airing
Overlord Movie 2: Shikkoku no Eiyuu,Overlord: The Dark Hero,Movie,Light novel,1,Finished Airing
Tennis no Ouji-sama: Message in a Bottle,,Special,Unknown,1,Finished Airing
Zero no Tsukaima: Futatsuki no Kishi,The Familiar of Zero: Knight of the Twin Moons,TV,Light novel,12,Finished Airing
Mahou no Yousei Persia: Kaiten Mokuba,,OVA,Original,1,Finished Airing
Marine Snow no Densetsu,The Legend of Marine Snow,Special,Unknown,1,Finished Airing
Haruwo,,OVA,Original,1,Finished Airing
Norakuro,,TV,Manga,26,Finished Airing
Shin SOS Dai Tokyo Tankentai,,Movie,Unknown,1,Finished Airing
Kazoku no Hanashi,The Story of a Family,ONA,Unknown,1,Finished Airing
One Punch Man,One Punch Man,TV,Web manga,12,Finished Airing
Ero Manga! H mo Manga mo Step-up♪,,OVA,Visual novel,2,Finished Airing
JA Kumamoto Keizairen,,ONA,Original,1,Finished Airing
Inyouchuu Etsu,,OVA,Visual novel,2,Finished Airing
SKET Dance: SD Character Flash Anime,,ONA,Unknown,16,Finished Airing
Sarazanmai,,TV,Original,0,Not yet aired
I Love Sky,,Special,Original,1,Finished Airing
Black Jack,Black Jack,OVA,Manga,12,Finished Airing
Gra-P & Rodeo: Band wo P,,Special,Original,1,Finished Airing
Terra Formars,Terraformars,TV,Manga,13,Finished Airing
Gozonji! Gekkou Kamen-kun,,TV,Other,25,Finished Airing
Miyamoto Musashi: Souken ni Haseru Yume,Musashi: The Dream of the Last Samurai,Movie,Unknown,1,Finished Airing
Puchi Pri*Yucie,Petite Princess Yucie,TV,Original,26,Finished Airing
Paradise Kiss,Paradise Kiss,TV,Manga,12,Finished Airing
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,Corpse Party: Tortured Souls,OVA,Visual novel,4,Finished Airing
Jinki:Extend OVA,Jinki: Extend,OVA,Manga,1,Finished Airing
Amon Saga,,OVA,Original,1,Finished Airing
Noobow,,TV,Unknown,26,Finished Airing
"Kono Danshi, Uchuujin to Tatakaemasu.",This Boy Can Fight Aliens,OVA,Original,1,Finished Airing
Heisei Inu Monogatari Bow Movie,Heisei Dog Stories: Bow,Movie,Unknown,1,Finished Airing
Hong Gil Dong 2084,,Movie,Unknown,1,Finished Airing
Kotoura-san: Haruka no Heya,,ONA,Unknown,6,Finished Airing
Slayers Excellent,Slayers Excellent,OVA,Light novel,3,Finished Airing
Inko,The Sleazy Family (2),OVA,Original,3,Finished Airing
SF Shinseiki Lensman,,Movie,Unknown,1,Finished Airing
Seikou!: Osananajimi wa Terekusasou ni Uso wo Tsuku,,OVA,Unknown,1,Finished Airing
SF Lolita Fantasy Ome-1,,OVA,Unknown,2,Finished Airing
Me wo Samase Toragorou,,Special,Unknown,1,Finished Airing
RE:Map,RE:Map,Movie,Original,1,Finished Airing
Asagiri no Miko,Shrine of the Morning Mist,TV,Manga,26,Finished Airing
Seireitsukai no Blade Dance,Blade Dance of the Elementalers,TV,Light novel,12,Finished Airing
Phantom in the Twilight,,TV,Original,0,Not yet aired
Kyokujitsu no Kantai,The Fleet of the Rising Sun,OVA,Unknown,15,Finished Airing
Kyoto Animation Koushiki Twitter: Itsumo Arigatou,,ONA,Original,1,Finished Airing
Rekka no Honoo: Final Burning,Flame of Recca: Final Burning,Special,Manga,1,Finished Airing
Yakata Jukujo,Milf Mansion,OVA,Visual novel,2,Finished Airing
Taiyou no Ko Esteban,The Mysterious Cities of Gold,TV,Novel,39,Finished Airing
Owari no Seraph: Owaranai Seraph,Seraph of the End: Seraph of the Endless,Special,Manga,9,Finished Airing
Teekyuu 4 Specials,,Special,Manga,2,Finished Airing
Major S3,,TV,Manga,26,Finished Airing
Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten,,Movie,Game,1,Finished Airing
Wanpaku Tanteidan,,TV,Unknown,35,Finished Airing
Tonari no Onigiri-kun,,Special,Original,0,Currently Airing
Macross (2018),,TV,Original,0,Not yet aired
25-sai no Joshikousei,,TV,Web manga,12,Finished Airing
Ari no Seikatsu,,Movie,Unknown,1,Finished Airing
Fushigi Mahou Fun Fun Pharmacy,,TV,Unknown,48,Finished Airing
Shakugan no Shana S,Shakugan no Shana S: OVA Series,OVA,Light novel,4,Finished Airing
Hidamari Sketch,Hidamari Sketch,TV,4-koma manga,12,Finished Airing
Hello Kitty no Yuki no Joou,Hello Kitty and Dear Daniel in The Snow Queen,OVA,Unknown,1,Finished Airing
Sekiranun Graffiti,,Music,Unknown,1,Finished Airing
Starry Tales: Seiza wa Toki wo Koete,,Movie,Original,1,Finished Airing
White Album 2,White Album 2,TV,Visual novel,13,Finished Airing
Seton Doubutsuki: Risu no Banner,Bannertail: The Story of Gray Squirrel,TV,Unknown,26,Finished Airing
Konnichiwa Anne: Before Green Gables,Before Green Gables,TV,Novel,39,Finished Airing
Lady Lady!! (1988),,Movie,Manga,1,Finished Airing
Soccer,Soccer,Music,Music,1,Finished Airing
Mashiro-iro Symphony: The Color of Lovers,Mashiroiro Symphony: The Color of Lovers,TV,Visual novel,12,Finished Airing
Xi Yang Yang Yu Hui Tai Lang: Zhi Kaixin Chuang Long Nian,Pleasant Goat and Big Big Wolf: Mission Incredible: Adventures on the Dragon&#039;s Trail,Movie,Unknown,1,Finished Airing
"Tokyo Ghoul: ""Pinto""",,OVA,Light novel,1,Finished Airing
Bloods: Inraku no Ketsuzoku 2,,OVA,Visual novel,2,Finished Airing
Video Ranger 007,,Movie,Unknown,1,Finished Airing
Towa no Quon 1: Utakata no Kaben,Towanoquon: The Ephemeral Petala,Movie,Original,1,Finished Airing
Maps,,OVA,Manga,4,Finished Airing
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,,TV,Game,12,Finished Airing
Tide-Line Blue Special,,Special,Original,1,Finished Airing
Sola Specials,,Special,Manga,2,Finished Airing
Wasurerumonka!,,OVA,Unknown,1,Finished Airing
Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu,,Movie,Unknown,1,Finished Airing
Taiho Shichau zo,You&#039;re Under Arrest,OVA,Manga,4,Finished Airing
Ikeike! Momon-chan,,TV,Unknown,15,Finished Airing
Onegai My Melody: Yuu & Ai,,Movie,Unknown,1,Finished Airing
Yamete! Writer Asobi: Doubutsu Mura no Shouboutai Shutsu Dou,,OVA,Unknown,1,Finished Airing
Spirit of Wonder: China-san no Yuuutsu,,OVA,Unknown,1,Finished Airing
Tonari no Seki-kun Specials,,Special,Manga,2,Finished Airing
Phi Brain: Kami no Puzzle - Orpheus Order-hen,Phi-Brain ~ Puzzle of God: The Orpheus Order,TV,Original,25,Finished Airing
Soreyuke! Uchuu Senkan Yamamoto Yohko II,Starship Girl Yamamoto Yohko II,OVA,Novel,3,Finished Airing
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Campione!,TV,Light novel,13,Finished Airing
Puchimas!!: Petit Petit iDOLM@STER - Fuyu→Kotatsu←Haru,,OVA,4-koma manga,1,Finished Airing
Papa Mama Bye Bye,,Movie,Unknown,1,Finished Airing
Pastel Memories,,TV,Game,0,Not yet aired
Sore Ike! Anpanman: Yomigaere Bananajima,,Movie,Unknown,1,Finished Airing
Macross 7 Movie: Ginga ga Ore wo Yondeiru!,Macross 7: The Galaxy is Calling Me,Movie,Original,1,Finished Airing
Last Exile: Ginyoku no Fam Movie - Over the Wishes,"Last Exile: Fam, the Silver Wing - Over the Wishes",Movie,Original,1,Finished Airing
"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",,OVA,Manga,1,Finished Airing
Vocaloid China Project Senden Animation,,Music,Unknown,5,Finished Airing
Let&#039;s Nupu Nupu,Let&#039;s Nupu Nupu,TV,4-koma manga,16,Finished Airing
Denkou Chou Tokkyuu Hikarian,,TV,Unknown,52,Finished Airing
Ghost in the Shell: Stand Alone Complex - Solid State Society,Ghost in the Shell: Stand Alone Complex - Solid State Society,Special,Manga,1,Finished Airing
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Sword Oratoria: Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side,TV,Light novel,12,Finished Airing
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,Dragon Ball: Yo! The Return of Son-Goku and Friends!!,Special,Manga,1,Finished Airing
Monsuto Anime: Katsubou no Hate no Risoukyou,The Night Before Special: The Long-Awaited Utopia,ONA,Game,1,Finished Airing
Ikiteirutte Subarashii!,,Movie,Original,1,Finished Airing
Versailles no Bara: Seimei Aru Kagiri Aishite,,Movie,Unknown,1,Finished Airing
Doukyuusei (Movie),Doukyusei -Classmates-,Movie,Manga,1,Finished Airing
Niku Mesu R30: Nikuyoku ni Ochita Mesu-tachi The Animation,,OVA,Visual novel,1,Finished Airing
Elf no Wakaokusama,The Elven Bride,OVA,Unknown,2,Finished Airing
Lupin III: Walther P-38,Lupin III: Island of Assassins,Special,Unknown,1,Finished Airing
Ike! Ina-chuu Takkyuubu,The Ping-Pong Club,TV,Manga,26,Finished Airing
Nobiro Nobiro Daisuki na Ki,,Music,Music,1,Finished Airing
Angel (Special),,Special,Original,1,Finished Airing
Ikinari Dagon,,TV,Unknown,12,Finished Airing
Junjou Romantica 3,Junjo Romantica 3,TV,Manga,12,Finished Airing
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,,Movie,Novel,1,Finished Airing
Cinderella Girls Gekijou: 5 Shuunen Kinen Short Anime,,ONA,Game,1,Finished Airing
Yuugo: Koushounin,Yugo The Negotiator,TV,Manga,13,Finished Airing
What&#039;s Michael?,,OVA,Manga,1,Finished Airing
Onegai My Melody: Kuru Kuru Shuffle!,,TV,Unknown,52,Finished Airing
Kogepan,Scorched Bread,TV,Other,10,Finished Airing
Shirome-chan no Uta,,Music,Other,1,Finished Airing
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,Kaleido Star: Legend of Phoenix - The Layla Hamilton Story,OVA,Original,1,Finished Airing
Uchuusen Sagittarius Pilot,,Special,Original,1,Finished Airing
Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,Yu-Gi-Oh! 3D: Bonds Beyond Time,Movie,Manga,1,Finished Airing
Morita-san wa Mukuchi,,OVA,4-koma manga,1,Finished Airing
X Maiden,,ONA,Game,8,Finished Airing
Goblin Slayer,,TV,Light novel,0,Not yet aired
Goulart Knights: Evoked the Beginning Black,Goulart Knights: Evoked the Beginning Black,OVA,Original,1,Finished Airing
Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki&#039;s Case Files,,OVA,Manga,1,Finished Airing
"Eikoku Ikka, Nihon wo Taberu: English Ikka, Shougatsu wo Taberu",Sushi and Beyond: An English Family Eats New Year&#039;s,Special,Unknown,1,Finished Airing
Watt Poe to Bokura no Ohanashi,Watt Poe,OVA,Unknown,1,Finished Airing
Teach,Teach,TV,Unknown,0,Currently Airing
Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi,Ghost in the Shell: Stand Alone Complex: Tachikomatic Days,Special,Unknown,26,Finished Airing
Hitoribocchi no Marumaru Seikatsu,,TV,4-koma manga,0,Not yet aired
Sangokushi Daiichibu Eiyuu-tachi no Yoake,,Movie,Unknown,1,Finished Airing
Okane ga Nai Specials,No Money Omake episodes,Special,Manga,4,Finished Airing
Yawara!,,TV,Manga,124,Finished Airing
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?,TV,Light novel,12,Finished Airing
Monster ni Natta Domerica,Domerica the Monster,ONA,Unknown,1,Finished Airing
Kagaku na Yatsura,,OVA,Manga,1,Finished Airing
Gintama&#039;,Gintama Season 2,TV,Manga,51,Finished Airing
Yama no Susume: Kabe tte Kowakunai no?,,Special,Manga,1,Finished Airing
Nikuyoku Gangu Takuhainin,,OVA,Unknown,3,Finished Airing
Catman Series III,,TV,Unknown,6,Finished Airing
Stainless Night,,OVA,Unknown,2,Finished Airing
Saint Seiya: Saintia Shou,,TV,Manga,0,Not yet aired
Tsuki Kagerou,,OVA,Unknown,3,Finished Airing
Gravity Daze The Animation: Ouverture,,OVA,Game,1,Finished Airing
Top wo Nerae! Kagaku Kouza,,Special,Original,6,Finished Airing
Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack,,Special,Manga,1,Finished Airing
Nyanko Days,Nyanko Days,TV,4-koma manga,12,Finished Airing
